Sabores exóticos y deliciosos,Sitio sencillo pero muy agradable. Cuando fuimos había poca gente. Ordenamos unos roles de gambas y una costillas de cerdo...More,Juan M,"Valencia, Spain",104,Date of visit: November 2019,"December 1, 2019",4.0
Food here was good. The pad,Food here was good. The pad Thai was good. The crispy spring rolls were awesome. The steamed dumplings were good. Got take out. Everything was quick and hot. I recommend this restaurant.,C3650SCjimd,"Norwood, Massachusetts",171,Date of visit: November 2019,"November 9, 2019",4.0
Tasty and Affordable,"We ate here based on Tripadvisor reviews and were very impressed, The food is very tasty and the prices are reasonable. We visited during happy hour and paid $64 for an appetizer, two entrees and four drinks. The vegetable dumplings were outstanding. The vegetable pad...More",dukel1986,"Simsbury, Connecticut",142,Date of visit: November 2019,"November 7, 2019",5.0
midtown Asian noodle spot,Clean and relatively tasty No reservations but we walked in at 1p on a weekday and got a table straightaway. Lunch with Gretchen. Menus arrived quickly - sheaved in plastic. Three waiters in quick succession each told us about happy hour drink special - we...More,Oskar-Brooklyn,"Brooklyn, New York",440,Date of visit: October 2019,"October 31, 2019",3.0
Yum Yum!,"One of my favorite meals during my visit to NYC. Cool restaurant, amazing food, even better cocktails and great service…what more could you ask for. Would definitely recommend to anyone looking for something special.",Cat B,"Naas, Ireland",32,Date of visit: September 2019,"October 30, 2019",5.0
Awesome food,"My wife and me both had the Pho, which was really good. The desert (chocolate mousse forest) was awesome!!!!! Can definitely recommend.",E511ZXmartinp,,1,Date of visit: September 2019,"September 7, 2019",5.0
Everything Asian,"I found this restaurant on TripAdvisor and loved it! great food, mote Thai than Vietnamese, in my view. It's small, friendly and most important, they serve wonderful dishes and cold Thai beers. I loved the Tom Yum soup and savored the Bo Luc Luc.. what...More",225AnnaS225,"Washington DC, District of Columbia",236,Date of visit: October 2018,"July 31, 2019",5.0
Authentic Vietnamese,"I go to Obao frequently. It is the kind of place where I will meet a friend. You should know that they refuse to seat you until your entire party is there, so go early, like 12:00 noon, and tell everybody to be on time....More",silverandbluedog,"New York City, New York",87,Date of visit: July 2019,"July 22, 2019",5.0
Great vietnamese/thai,Great food with generous portions to share. Love that the beef dishes are pasture raised. Lively restaurant and crowd. Reasonably priced. Will return.,IreneKL,"Atlanta, Georgia",93,Date of visit: June 2019,"June 23, 2019",4.0
Super bon,On a trouvé ce restaurant grâce à TripAdvisor. C’est une super adresse on recommande vivement . On y retournera avant...More,Enjoy T,"Montpellier, France",8,Date of visit: June 2019,"June 22, 2019",5.0
Good South-East Asian,"The mission of OBAO, on their menu, is to provide good food, at a reasonable price, in a comfortable setting that will make you want to return. They succeed in that! All of the dishes - and drinks - that my party ordered were tasty...More",Cas Y,"New York City, New York",49,Date of visit: May 2019,"May 23, 2019",4.0
Tasty food,"I've seen this restaurant described as Thai. From my perspective it's more Thai fusion, certainly not like my local Thai back in Australia. Staff are very friendly and helpful. We were there during happy hour so our wine only cost $7 each. Two nice Pinot...More",gfsc5,"Perth, Australia",979,Date of visit: April 2019,"April 2, 2019",3.0
Dinner with Daughter,Great Thai restaurant! Green papaya salad is awesome. Great food great service and great price! Will keep this on My New York City restaurant list.,S6046UUsteves,"Dublin, Ohio",44,Date of visit: March 2019,"March 5, 2019",4.0
Amazing Flavor,"this place is a gem. Great service, the food was amazing. It's asian fusion with bold flavor. Pricey, but all good food in NY is. Highly recommend.",sammatthews6,California,63,Date of visit: February 2019,"March 1, 2019",5.0
Good place,"Nice place, friendly staff We went with our kids, aged 7 and 10. Food was great, very tasty. Happy hour on drinks was cool We would go again",jon r,"Denby Dale, United Kingdom",23,Date of visit: February 2019,"February 24, 2019",5.0
Get in ma belly,"Fantastic, fresh and fast. Cozy little spot in midtown east. Had the Pad gra prao and cashew chicken-i took a chance because there are many thai restaurants in Manhattan and I got really lucky!",MissMaryWanderlust,"Phoenix, Arizona",29,Date of visit: February 2019,"February 16, 2019",5.0
"Great Room, Okay Food","Having recently moved into this area of the City, we are trying a lot of new restaurants. This is the first Thai we have tried here and it did not meet out expectations or compare all that well with other Thai restaurants we have been...More",Robert T,"New York City, New York",382,Date of visit: January 2019,"January 26, 2019",3.0
Very good thai fusion,Place with a very nice ambience. Food was good including appetizers. They also have pho on the menu. Nice collection of cocktails. Food was flavor. Don’t ask for additional spicy level. Would visit again.,Krisdoc,"Lexington, Kentucky",44,Date of visit: January 2019,"January 20, 2019",4.0
Asian cozy restaurant,"Right in the middle of midtown, this location is quaint and cozy. Has nice Vietnamese and Thai food. Very efficiently run. Orders are taken and served quickly. Staff very friendly. Nice noodles dishes and salads. Food was very good Especially the crispy rolls. They use...More",albertthedentist,"Amelia Island, Florida",393,Date of visit: January 2019,"January 11, 2019",4.0
I'm all Obaot this place,"Obao really is a hidden gem which provided us with an astonishingly high quality lunch shortly after we landed in NYC. Luckily it was right around the corner from out hotel. The service was very quick, and very efficient. Every member of staff was friendly,...More",M14richards,,2,Date of visit: January 2019,"January 9, 2019",5.0
굿!,락사를 먹기 위해 일부러 찾아갔습니다...More,bl10021,,3022,Date of visit: December 2018,"January 3, 2019",5.0
Pretty good,We stopped in for lunch and were pleasantly surprised and pleased. Nice staff and cosy space. Don't let the small facade discourage you. Lots of room inside. Seems like it's a Thai restaurant serving some Vietnamese as well. All our food was good and reasonably...More,douglasn291,"Hudson River Valley, New York",187,Date of visit: November 2018,"December 27, 2018",4.0
This smallish Thai Restaurant has a hidden nice room in the back,"From the street, it looks like there are only a few tables and a bar area, but in the back there is a nice quiet room. The food is inexpensive, and service is good. The Pho Bo ($13) good. The Cashew Chili Chicken($14) was a...More",Bruce C,"Sharon, Connecticut",384,Date of visit: November 2018,"November 29, 2018",3.0
OK,"It's a cosy restaurant close to the huge office in Manhattan. The food is good, the portions are average, the price is outrageous. Hontesly, it's good nothing to say, but for me you can find a better restaraunt.",daniel c,,175,Date of visit: October 2018,"November 29, 2018",3.0
Not much noodle in my bowl,I went for early dinner but wish I never went! The noodle soup had little noodle in it and soup was runny and tasteless. Summer roll came in form of one roll cut into 2 pieces and NOT how normal customer would interpret ' 2...More,yellowperil888,"Rugby, United Kingdom",30,Date of visit: September 2018,"November 13, 2018",1.0
Excellent Gem,Was looking for an Italian place next door and did not like the menu and walked back to this beauty. Hidden! The service was wonderful but the food even better. Lots of selection and lots of flavor!,Bucky_101,"Pinellas Park, Florida",82,Date of visit: October 2018,"November 3, 2018",4.0
Excellent lunch!,"Went with friends from work. The Michelin recommended dishes were excellent, as was everything else we tried. Do yourself a favour, and get at least one pork belly appetizer — most delicious!",V3083BImarkb,"Jersey City, New Jersey",292,Date of visit: October 2018,"October 28, 2018",4.0
Excelent bun,"Great food, great service, good price . Good place for a Vietnamese’s solo meal if you are around the place and are craving for Vietnamese",andescur,,84,Date of visit: October 2018,"October 23, 2018",5.0
Modern Thai/Vietnamese,"One of three locations in NY, this spot was busy at lunch time during the week. The menu offered a good selection of different Thai and Vietnamese dishes., Everything we had was tasty and perfectly cooked. The service was a little slow because it was...More",EricG141,"Pasadena, California",616,Date of visit: October 2018,"October 19, 2018",4.0
Perfect,Nothing to say. Coming several times from France during my America hollidays. Just my favorite food in the US !,dj_a506,"Chateauneuf de Grasse, France",10,Date of visit: September 2018,"September 24, 2018",5.0
Meal after a day out,The ribs in sugar cane was really good. Calamari was ok - definitely not the best I’ve had so will probably give that a 2 rating. Vietnamese pork chop good - however rice served dry so may have to ask for some chilli. Not a...More,K13_FAD,"Loughton, United Kingdom",82,Date of visit: September 2018,"September 20, 2018",4.0
Best restaurant you would walk right past,"Ok, so New York is filled with thousands of places to eat. Seek this little gem out and enjoy a mouth watering meal. I needed a place walking distance from the Lotte Towers and discovered this restaurant. If you want to eat before heading to...More",LannetteT,"Santa Barbara, California",46,Date of visit: September 2018,"September 16, 2018",5.0
Amazing and Great Thay,"Pratos deliciosos, simpatia dos empregados e o máximo... restaurante descontraído para jantar com amigos ou crianças. Preços não são exagerados...More",FNNSegurado,"Lisbon, Portugal",16,Date of visit: September 2018,"September 13, 2018",5.0
Surprise awaits!,"I looked into the entrance and wondered where we would be accommodated as the room seemed crowded. Anyway, we followed the wait staff, through a narrow corridor and ended up in a much bigger space. Although there were many patrons we did not have to...More",claudettehall,"Hempstead, New York",58,Date of visit: August 2018,"August 31, 2018",5.0
Acceuil chaleureux et bon repas,"L'accueil était chaleureux, le service rapide et le repas correct. Le prix est accessible également. Je recommande cette chaîne.",Ravalia,"Paris, France",43,Date of visit: August 2018,"August 20, 2018",4.0
"Affordable, delicious, nice ambience",Great atmosphere. We went for a family birthday dinner and got a private table upstairs and it was very peaceful and quiet compared to the crowded streets below. Also the drinks were outstanding! I ordered something with lychee puree and it knocked my socks off....More,killerc0urt,"Petaling Jaya, Malaysia",20,Date of visit: August 2018,"August 14, 2018",5.0
Spoiler alert: Hard to believe what you will find here...,"To get an idea of how I feel about this restaurant, you should know that we went here twice for dinner in two days... The space is not fancy. But the other patrons give you an idea of what to expect: Mostly people of Asian...More",RikSeattle,"Bainbridge Island, Washington",13,Date of visit: June 2018,"June 18, 2018",4.0
Dinner before Broadway,"The food was excellent, the service was great-very fast, the ambiance was not anything to write home about. BUT excellent food! Would eat here again.",Emily K,"Baltimore, Maryland",4,Date of visit: June 2018,"June 11, 2018",4.0
Great Asian cuisine that also accommodate vegans,Very nice resturant with comfortable space in the rear area. Great menu with appealing photos of available meal selections. Really good appetizers and entrees. My vegan family members really enjoyed their meals too. Definitely on the list for return visit.,joelr749,"Papillion, Nebraska",179,Date of visit: April 2018,"April 14, 2018",4.0
NYC Thai Food Find,Quick run from JFK into Manhattan during a long layover. Obao Thai... definitely worth the rush hour subway trip! ⭐️⭐️⭐️⭐️⭐️,Ali-L235,"Casas Adobes, Arizona",11,Date of visit: February 2018,"April 5, 2018",5.0
Good Asian fusion,"Family of four.... 2 teenage daughters. Fun atmosphere. Made reservation for 8:15 and was sat immediately. 20-30's customer base, fun music, really good food....",Susan M,"Evergreen, Colorado, United States",5,Date of visit: March 2018,"April 1, 2018",5.0
Thai to die for,"Without a doubt, hands down, the BEST Thai food I've ever eaten. I was so sad that I only discovered it on my last night in NY, because I would have gone back over and over again if I could. The beef ""ribs"" that come...More",Travelbugs993,"Townsville, Australia",25,Date of visit: October 2017,"February 6, 2018",5.0
Fun buzzy restaurant with tasty food,I ate here alone one evening and it was so good I came back the next day. The food is a mixture of different Asian cuisines. I ate Pad Thai one day and Pork chop with mixed rice the next day. Both were good portions...More,Booklover100,london england,166,Date of visit: January 2018,"January 27, 2018",5.0
Amazing!,"We went here for a change of food for the week we’ve spent in the city, and it was the best meal of the week! Service was so fast and friendly and the food was incredible! So fresh and so so tasty! Highly recommend this...More",TeeDoubleU14,"Rugby, United Kingdom",18,Date of visit: December 2017,"December 29, 2017",5.0
Personnel au petit soin,Petite devanture grand restaurant tout en longueur. Le personnel est au petit soin. Dès que vous n’avez plus d’eau dans...More,Gaelleisabelle,,111,Date of visit: December 2017,"December 25, 2017",4.0
Just ok,"Its our day 3 in NY and decided to have pho for dinner. Soup is bland and the noodles seems like spaghetti noodles. The dumplings was good but be careful when you eat then, scorching hot. Food is cheap considering its Midtown.",bonel_pogi,"Taguig City, Philippines",190,Date of visit: December 2017,"December 16, 2017",3.0
Dinner with friends,Excellent service. Mostly excellent food but the salad with bbq pork and shrimp was rather tasteless and noodles were stuck together. Kira pow Gai chicken was excellent. The starter spring rolls and dumplings could have been more tasty. There was a large table of very...More,rivanb2015,"Loudonville, New York",17,Date of visit: December 2017,"December 3, 2017",4.0
Great tasting food,Lovely range of Asian fusion dishes. Appetisers are all great -especially the crispy pork. The pho is fab - thought the salad looked a little over full of greens. Nice service.,TravellingMP,"Warrington, United Kingdom",37,Date of visit: November 2017,"November 11, 2017",4.0
Never Fails,The food is wonderful. If the weather permits sit outside in the back. It is great for a small party even. I have tried most of the menu. Even if you don’t like spices and are a vegetarian you will love it.,abigailo559,"New York City, New York",43,Date of visit: September 2017,"November 9, 2017",5.0
Great Food for Reasonable Prices!,"We went here a little late on a Saturday night. The service was great and so was the food! We expected to have to wait for a table, but were seated right away.",530Nancy,"Huntsville, Utah",167,Date of visit: October 2017,"November 5, 2017",5.0
Don't miss out!,"I was so glad we made reservations to this restaurant. It was consistently busy and I'd have been sad to miss out on this food. We started with dumplings. I had panang curry - delicious and not too spicy. My husband had the bu'n, which...More",Teachr5,,217,Date of visit: November 2017,"November 2, 2017",5.0
"Flavorful, sumptuous Food",I enjoyed my red spicy veg and tofu curry. The taste was very appropriate to my palate and veggies were and salads were fresh. Good place to hangout.,PallaviN88,"Tampa, Florida",37,Date of visit: October 2017,"October 17, 2017",4.0
"Einfach, gut, erschwinglich!","Auf Empfehlung einer ""einheimischen"" Kollegin haben wir im Obao zu Abend gegessen. Wenn wir ohne Empfehlung vor der Fassade gestanden...More",Reisender1909,"Hamburg, Germany",114,Date of visit: October 2017,"October 16, 2017",5.0
Very nice discovering,"I really like Vietnamese food and it is not common to find good Vietnamese restaurant in every place where I travel, so I am always in the hunt of this kind of places. The place is simple, however the ambient is great. The service is...More",Manuel M,Caracas,249,Date of visit: August 2017,"October 8, 2017",5.0
Excellent meal and very friendly staff,"We booked an early table for 6 pm. Table was ready. Greeted by friendly staff. We ate Steamed Dumplings, Samual Spiced Calamari and Salt and Pepper Shrimp. All 3 meals were excellent. Happy hour for drinks 4-7pm. $3 beer and $5 for wine. Could not...More",SueN529,"Melbourne, Australia",60,Date of visit: October 2017,"October 6, 2017",5.0
Food was fantastic and the service was fast and friendly.,We stopped in for a quick early dinner before we went to a show. Our food appeared in no time and was hot off the grill. We had pad thai and eggplant tofu with spicy garlic sauce. It was delicious and we ate more than...More,maureen F,,8,Date of visit: September 2017,"October 4, 2017",5.0
Tasty food prompt service lovely ambient,"Great service , very tasty food and great ambience to go with family or friends , excellent location as well",Gillian d,"Hoboken, New Jersey",37,Date of visit: September 2017,"September 13, 2017",4.0
Eccezionale,"I migliori ravioli mai mangiati! Li ho presi vegetariani. A seguire, fried rice, gustoso. Servizio veloce in un ambiente suggestivo....More",MargheTripAdv,"Florence, Italy",117,Date of visit: June 2017,"September 1, 2017",5.0
Nice Hole-in-the-Wall place,Found it by accident when I was looking for a quick place for lunch. I caught a seat at the small bar. I don't think the phone stopped ringing while I was there - they were slammed with to-go orders but clearly this was not...More,graysont508,"Orlando, Florida",42,Date of visit: August 2017,"August 25, 2017",4.0
Fabulous Dinner!,"We recently went, with another couple, for dinner at this restaurant. We eat a lot of Thai food and this was easily one of the best restaurants we've been to. It's not fancy. It's authentic. That's what counts most to us. The food was fresh,...More",EileenFTS,"Toronto, Canada",38,Date of visit: July 2017,"July 26, 2017",4.0
麺類などのアジア料理,タイ料理などのアジア料理のお店です。わりと本場の味に近い感じがするので、どちらかというと地元の人よりもタイ人向けのような...More,masayu777,"Tokyo, Japan",3873,Date of visit: May 2017,"July 8, 2017",3.0
A classy Asian restaurant in NY,Obao serves excellent Asian cuisine and a fantastic range of cocktails to go with it. Reservations are highly recommended as it's a popular restaurant both for local NY residents and out of city visitors.The bar tenders serve an interesting range of cocktails you won't want...More,trikhas,"Dubai, United Arab Emirates",99,Date of visit: December 2016,"July 3, 2017",5.0
"Good food, poor service","The food was good, but nothing special. The service was poor. Our drinks arrived after we finished the food and we reminded our waitress about the drinks at least 5 times. The main courses arrived within 2 minutes after the appetizers. We did not even...More",natasha0428,"New Hyde Park, New York",66,Date of visit: June 2017,"June 23, 2017",2.0
4.5 stars---loved it!,"If they offered more seating, I'd give it 5 stars! Food was excellent! Authentic and fresh. Great customer service as well.",kpolleypac,"Fayetteville, North Carolina",58,Date of visit: June 2017,"June 14, 2017",4.0
very disappointed,"went here having read good reviews, place was not that busy. i had fried snapper in sauce . over cooked fish no meat left! too crispy, good presentation, had to ask for more sauce as too dry for rice, my request too time for approval...More",speedlion,"Loughton, United Kingdom",57,Date of visit: May 2017,"June 1, 2017",1.0
very disappointed,"read good reviews . wanted hot food etc i had fried snapper with tamarind sauce, presentation was good , fish was crispy , but over cooked , hardly any meat left , sauce was nice , had to ask for more , waitress had to...More",Hardip N,,2,Date of visit: May 2017,"May 30, 2017",1.0
Bon restaurant vietnamien,"Rentrés par hasard, nous nous sommes régalés, en plus, prix tout doux : ex : Pho Bo Lunch 10 $...More",Bree P,"Bangkok, Thailand",155,Date of visit: May 2017,"May 14, 2017",4.0
Nice authentic food and atmosphere,"Great choice of Asian food, very tasty dishes. Its a mid range price but worth the cost as its really special.",gjanzso,"Berkhamsted, United Kingdom",183,Date of visit: April 2017,"May 8, 2017",5.0
Nice surprise,We were walking on the street and decided to enter. We absolutely loved it. The peanuts soya sauce with the steamed shrimp rolls was just perfect. The service was just fine. Dishes are so well prepared. Only thing I would do is add a few...More,medderma,,102,Date of visit: May 2017,"May 4, 2017",4.0
Excellent food...and coffee!,Great food and friendly staff. The most impressive thing about Obao was the way the coffee was served...an individual glass bottom containing condensed milk and a stainless steel individual brewer on the top. Made one of the best coffees I've ever tasted.,Russell M,"North Kingstown, Rhode Island",88,Date of visit: April 2017,"April 23, 2017",5.0
took a chance - it paid off!,Found this via trip advisor review and took a bit of a chance as the decor looked funky and it had good reviews! Unfortunately I messed up my booking and booked the wrong day but they still accommodated us after a 10 minute wait. It...More,beverlys552,"Dunstable, United Kingdom",63,Date of visit: April 2017,"April 21, 2017",5.0
A must discovery!,"I have never heard of Bib Gourmand, that's one. There is a lot of business and Take-Outs. I found it very interesting since I have met the Chef on FB.",Wai S H,,20,Date of visit: April 2017,"April 17, 2017",5.0
Bluffant,"Nous étions entré par hasard, un dimanche soir, et sommes ressortis sous le charme. Le service est plus que correct...More",HagenRagnard,"Sainte Marie, Martinique",64,Date of visit: March 2017,"April 13, 2017",4.0
Authentic Asian food,"Authentic Asian food, rather affordable prices, nice ambience, and packed crowd shows it. Would come back again",geraldchan,"Singapore, Singapore",879,Date of visit: July 2016,"April 8, 2017",4.0
퓨전 아시안 요리,"헬스키친, 렉싱턴 두군데 있는 걸로 ...More",THK3,"New Taipei, Taiwan",238,Date of visit: November 2016,"April 1, 2017",4.0
Wonderful,"The food was wonderful and the service just as good. This was different than anything I had in the past. I liked it. The names of the entree was the same but the preparation was different. Just go, you won't be disappointed",deb m,"Reno, Nevada",294,Date of visit: March 2017,"March 19, 2017",5.0
"Everyday, all day","I worked late nights and really wanted a nice meal delivered. Look no further, you have Obao. Obao delivers free and the food is absolutely amazing. I highly recommend the Pho, which is simmered for 8 hours per menu, and it sure tastes amazing! I...More",lemullinax,"Pittsburgh, Pennsylvania",45,Date of visit: February 2017,"March 14, 2017",5.0
Da provare,"Trovato per caso, il posto è molto semplice e curato, il personale gentile e le pietanze molto buone. Ho provato...More",828emanuelet,"Brooklyn, New York",314,Date of visit: March 2017,"March 8, 2017",4.0
Delicious Pho,"We ordered out several times for Obao and that was definitely intentional. They have wonderful pho with a superb broth and fresh, healthy trimmings. The beef is delicious, very tender and flavorful. We also would get the shrimp dumplings to supplement the Pho and this...More",amc7q,"Pittsburgh, Pennsylvania",6,Date of visit: February 2017,"February 23, 2017",5.0
Awesome Asian Cuisine,"I stumbled across Obao whilst out walking close to my midtown Manhattan hotel. I loved the food at Obao, having travelled a lot through Thailand and Asia, I can confidently say the food they serve is traditional and as delicious as can be found in...More",ARealTravelReviewer,"London, United Kingdom",15,Date of visit: December 2016,"January 19, 2017",5.0
Något av en besvikelse,Inget vidare besök. För stark papayasallad och vi fick kött i vårrullarna fast vi beställde vegetariska. Tog lång tid att...More,288mikaelg,"Stockholm, Sweden",1,Date of visit: January 2017,"January 16, 2017",2.0
"Authentisch, lecker, günstig",Wir waren die einzigen Touristen in diesem Restaurant. Die Karte ist eine Mischung aus vietnamesischer und Thai-Küche. Die Speisen werden...More,KDaubner,"Hamburg, Germany",183,Date of visit: January 2017,"January 10, 2017",5.0
Average Thai/Vietnamese,My boyfriend and I made reservations on opentable.com for this restaurant close to our hotel we were staying at. It was about a 10 minute walk which isn't too bad. Obao has a cool live atmosphere with a bar in the front and dining in...More,CharismaLe,"London, United Kingdom",36,Date of visit: July 2016,"January 8, 2017",3.0
Excellent value for money for a quick lunch or dinner with firends,Very good Asian food. Over time this place has become our place for lunch as well as dinner with colleagues and friends. Good value for money and the Pad Tai is outstanding. It's my favorite.,alainusa,"Mamaroneck, New York",10,Date of visit: December 2016,"December 20, 2016",5.0
Comida asiática,Comida excelente. Alguns pratos exóticos. Acredite quando falarem que o prato é apimentado. Preços bem justos.,913netog,"Fortaleza, CE",7,Date of visit: December 2016,"December 11, 2016",5.0
Good and busy lunch,We had a hankering for Pho and enjoyed the lunch here. Not the best I have had but good for a quick lunch. Very busy but good service.,Chuck S,"Erie, Pennsylvania, United States",187,Date of visit: December 2016,"December 9, 2016",3.0
Great Food for a Good Price,"It is a good place to try Vietnamese and Thai cooking. The salt and pepper shrimp is outstanding. Love the thin Vietnamese pork chop as well. The place is casual but the food is worth it. Try their coconut juice, it is pleasantly refreshing.",Merta1900,"New York City, New York",175,Date of visit: November 2016,"November 25, 2016",4.0
Quite ok for a quick lunch,"I stumbled in there by coincidence. Very fast service, low pricing, ok food. Nothing exciting but perfectly fine for a quick lunch",GFK88,"Dallas, Texas",422,Date of visit: November 2016,"November 15, 2016",3.0
Disappointing to say the least,I typically satisfy my craving for Vietnamese food when I am staying in Midtown. I normally have the Pho Bo but this time I went with the Bun Bo Hue. What a bad choice that was. The soup had no flavour at all other than...More,gambit76,"Abu Dhabi, United Arab Emirates",135,Date of visit: October 2016,"October 29, 2016",3.0
Not good food,"The food was not good at all, duck had a bad taste at the end, noodles not very tasty, shrimps in fresh nems were full of letuce instead of shrimps",DanielleA2141,,3,Date of visit: October 2016,"October 19, 2016",1.0
Confused but very good,I arrived to this place because the place I wanted to have dinner was full. I heard great things about their noodles. They have just a few options when you talk about noodles. Michelin stars were pointed in some plates I asked for a Pho...More,TragonProfesional,"Mexico City, Mexico",15,Date of visit: October 2016,"October 12, 2016",4.0
Fast service,"Very nice ambience. Staff very friendly, food was tasty. Only downside was rather loud club music. We had Panang which was very tasty.",Petra W,,32,Date of visit: October 2016,"October 10, 2016",4.0
So good!!!!!,This small inviting restaurant was very nice if you are interested in Vitnamese and Thai food. My husband and I were quite pleased with our dishes and service was very good. A nice place to grab a quick sit-down meal if you are in midtown.,TravlrJoy,"Nashville, Tennessee",8,Date of visit: October 2016,"October 9, 2016",5.0
cucuna scadete !,"Personale gentile ma cucina scadente,assolutamente da evitare per non avere cattive sorprese,ovviamente potrebbe essere stata una casualità",Alessio M,"Florence, Italy",33,Date of visit: October 2016,"October 7, 2016",1.0
Very nice asian restaurant,Price performance vice the best I've been to in New York. The food is way over expectations and the service is outstanding,Morten S,,2,Date of visit: October 2016,"October 2, 2016",4.0
Authentic Thai at the heart of NYC,If you looking for Thai flavor Obao will not disappoint you. There are certain items that has been tempered to suit the taste of others. Look for steamed fish in lemon and ginger sauce that goes well with plain rice. Or if you wish to...More,udiptafullonton,"New Delhi, India",45,Date of visit: September 2016,"September 23, 2016",4.0
Lack Luster Thai,Reviewed as local Late 2 pm lunch $38 + tip Accepts all major credit cards ** (casual) We ordered fresh shrimp rolls as a starter. They were barely palatable. Way too much lettuce and minimal shrimp. Worst summer rolls I've ever had. Main course was...More,Jjm W,"New York City, New York",88,Date of visit: September 2016,"September 18, 2016",2.0
Fresh and delicious food for the young and trendy.,"Obao was walking distance from our hotel, so we were thrilled to find it our first night in New York City. Our hostess had the figure and style of a high fashion model. She was very pleasant and polite and glided across the floor as...More",Lorraine M,"Glendale, California",238,Date of visit: July 2016,"September 8, 2016",4.0
Amazing Food,"We were on the search for Khao Soi in Manhattan, after visiting Chiang Mai and missing this dish dearly. Started with the dumplings and the pork - very fresh tasting and had a nice mix of salty and sweet flavors. We both ordered the Khao...More",taylorg287,New York,275,Date of visit: August 2016,"August 17, 2016",5.0
Delicious southeast asian food,"Me and my wife went there for our evening meal and all the food we ordered tasted authentic and delicious. Starting from spring roll appetizer to basil fried rice and chocolate forest dessert, everything was what we were expecting. Prices are also decent and you...More",KiranR1985,"New York City, New York",68,Date of visit: August 2016,"August 10, 2016",5.0
Delicious,"This was a great find. Very reasonable priced, great food and attentive service . Will definitely be back.",Pitamon,"Palm Pasasge St. Thomas, USVi",4,Date of visit: July 2016,"July 29, 2016",5.0
Good Food !,"My wife and I enjoyed our evening meal at this restaurant. There was a good choice of food, but please take note of the ""hotness"" rating against some of the dishes. My wife ordered one of the ""hotter"" dishes and found it a little too...More",668garyn,Linlithgow,153,Date of visit: July 2016,"July 26, 2016",4.0
Exotic cheap eats in Manhattan,"We were looking for something close to the theater district that would be easy and interesting. We like Thai food and Obao was highly recommended having won several Michelin awards in past years. There was a new location very close to our theater, but I...More",dancercrew,"Monticello, Indiana",77,Date of visit: June 2016,"July 25, 2016",4.0
Inexpensive (comparatively) and delicious,"The food was great and and affordable for this area. Also, the service was fast and the servers were attentive without being too much so. Highly recommend.",jennm121212,"Champaign, Illinois",44,Date of visit: July 2016,"July 16, 2016",5.0
Great food and value,"Had lunch at this location. Friendly and helpful staff. Good menu and portion sizes. Overall good meal, and value. Would return.",Lili_Nicole_Leger,"Sudbury, Canada",98,Date of visit: July 2016,"July 16, 2016",4.0
Boa mas rápida de mais para negócios,"Como todo restaurante nos EUA, os garçons tem pressa. Não aconselho para negócios. Fui no Happy Hour, cerveja 3 dólares,...More",RenataDCSP,"Mexico City, Mexico",24,Date of visit: July 2016,"July 1, 2016",4.0
Surprisingly good,We were just wandering and looking for any restaurant for dinner when we stumbled upon Obao. Service was excellent but not overwhelming and the food was excellent. Pad Thai was perfect and chicken with vegetables very good also. Definitely worth a visit next time we...More,joy l,indiana,67,Date of visit: June 2016,"June 26, 2016",5.0
A great find!!,My wife and I stumbled upon this restaurant and gave it a shot based on the reviews we read. We had an early dinner on a Saturday because we had tickets to a show that evening. We didn't have any wait to get a table...More,WannaTravel828,"Ashburn, Virginia",32,Date of visit: April 2016,"May 21, 2016",4.0
Muito bom,"O local é pequeno, mas a comida é muito boa. Vem super rápido o pedido. Funcionários atenciosos. Vale a pena...More",Rafael C,"Sao Paulo, SP",221,Date of visit: February 2016,"May 10, 2016",4.0
Interesting cockyails,"We tried the gin based cocktails, with jalapeños and berries... Delicious!!! The drinker noodles are amazing as well!",SB072015,"Mumbai, India",208,Date of visit: March 2016,"May 1, 2016",5.0
Yum!,Came here on a whim and was not disappointed! I ordered the PadThai and Vietnamese spring rolls and it was amazing. The atmosphere is laid back and staff was friendly and attentive. The price is reasonable and I highly recommend it! You won't regret it!,Jenbankhead,,82,Date of visit: April 2016,"May 1, 2016",5.0
Great Pho - limited GF,"Recently went to Obao during happy hour. They have a $3 draft beer ( roughly 10 ounces vs $8 reg 14-16 ounce price), $8 special drink special (vs $10 reg price). Their 8 hour simmering Pho was very good ($11). I will be coming back...More",EB_TRAVEL,"Louisville, Kentucky",92,Date of visit: April 2016,"April 25, 2016",4.0
Yummy Pho!,"Visited on our last night in NYC. Our portions were huge - 2 people could easily share a portion, the service was prompt and very courteous. Our only difficulty was that some salt and pepper shrimp had been fried with the shells on.",348emilyl,"Lufkin, Texas",298,Date of visit: March 2016,"March 13, 2016",4.0
Unique and Flavorful Asian Food,Went here for lunch and beware of the crowds but they definitely move quick with getting everyone seated. Lunch special includes a small side salad that is pretty small but a nice addition. I had the basil rice was such super flavorful and reminded me...More,Bmac2012,"Los Angeles, California",188,Date of visit: March 2016,"February 29, 2016",4.0
落ち着いた雰囲気のレストラン,待ちを練り歩きすぎて、うっかり夕飯を食べそこないそうになりましたが、ラストオーダーが22:30で遅くまでやっていてラッキ...More,yukou679,,18,Date of visit: February 2016,"February 23, 2016",3.0
