"This place was quick, relatively cheap, and the food was great. The Pho was great and my jalapeño drink was also lovely!",Maggie D.,"Nob Hill, San Francisco, CA",7/26/2018,5.0
"I have been skipping this place until my visit today, as my friend kept mentioning to me that food quality in Obao is going down. Today my team chose Obao as it has plenty of space; so I decided to give another try.

Ordered Obao chicken as suggested. While the chicken meat was tender; the rice was slightly too greasy for me. Overall good quality for 12 bucks lunch special.

Guess will stick with the Pho Bo next time!",Elaine H.,"New York, NY",3/21/2016,4.0
"Obao  midtown hits the spot if you're looking for Vietnamese fare. Even though the restaurant is categorized as Thai, 75% of their menu is Vietnamese.

The rice vermicelli noodles are spot on, with the right balance of nuoc'mam and chilies, the nicely barbecued marinated pork meat has a charred taste from the grill. This remind me of my childhood with all the lemongrass flavors and senses.

Staff is Thai, but cooks are Vietnamese, I could hear them talking in their open kitchen. Decor and vibe are minimalist but cozy, wait staff is mostly female and very courteous. they channel a very peaceful feel.

They have a nice Happy Hour deal with cheap vietnamese beers, if you're on midtown and into grabbing a quick lunch this place is a bargain",Jacques R.,"New York, NY",10/17/2017,4.0
"My coworkers and I decided to order delivery from here for lunch. We phoned in our order at 11:30 when it opens and they promised it would be here by 12 but it didn't get here until 1...when we were all dying from starving...big turnoff.

However, I got the Obao chicken with coconut rice lunch special for $10 and found it to be pretty tasty! The chicken was really moist and the rice had a really nice sweetness to it (I'm not sure it tasted like coconut). I was not a huge fan of the sauce that came with it because it tasted really generic but it did mix pretty well with the rice and the chicken.

I'm not sure if I'll order delivery from here again but if I'm in the area I'll definitely order in person because the food is tasty and there are a few more items I would love to try!",Kevin E.,"Brooklyn, NY",1/3/2015,3.0
"Loved!!! Super trendy noodle place with a small, yet good menu. Quick service, very reasonable price (especially for this area!) Great meal. Happy hour 4-7.",Ilana N.,"Jacksonville Beach, FL",7/16/2018,5.0
"This nice atmosphere Beautiful restaurant that I like to come hangout, but the most attractive thing was the water glass that i held fell to the floor. The attentive server came and asked me "" are you alright?, I got it. ""The server then replaced my glass right away. It might seemed normal, but I could felt that she was attentived and care., the food that I ordered was ""phobo"". The broth was so delicious. This restaurant is one of the most interesting restaurant in New York.",Passapoom M.,"Manhattan, New York, NY",6/18/2018,5.0
"I usually come here for lunch but tonight was an old co-worker outing so to relive old memories, we came for dinner.

Very surprised how good the food was outside the typical lunch menu. Everything was spot on and delicious.

Steam dumplings were huge and tasty. Chicken wings were sweet and savory. Fried calamari with chili dipping sauce was money. Beef balls were good. Summer rolls - eh, had better. Thai people can't do it like the Viets can.

The best dish by far was the Chian Mai. A rice noodle topped with crispy egg noodle in a red curry with chicken, papaya and some type or melon. It was insanely good.

Lemongrass kalbi had intense flavor as well. Obao really took me for a surprise....",Brian L.,"LONG ISLAND CITY, NY",5/20/2014,4.0
"I got the pho and was expecting it to be great, since this dish is famous, but unfortunately my expectations were too high. This pho was just ok. Like really just ""fine."" Not a big portion either - i got hungry again shortly after. Hence the three stars. I've had better pho in Connecticut!",Abby P.,"New York, NY",7/3/2018,3.0
"Ordered lunch from Obao yesterday because of every thai place that delivered to my office, it seemed to have the best ratings.

I got the chicken pad kee maow (drunken noodles) lunch special. This dish is typically spicy, and they warn you of its spiciness on the website, and wow- spicy it definitely was! It was still pretty delicious, just a little hard to get through without a drink.*

Luckily, I also ordered the thai iced tea. I looove thai iced tea and don't know that I've ever come across a bad one, but Obao's might be the best I've ever had (although it's possible that I just think that about each new thai iced tea I try). It did arrive in a pretty amusing container... see photo.

One complaint I do have is that the lunch specials offered seemingly don't allow you to pick your protein. I really wanted the pad see ew, but it only comes in beef? Why can't I get chicken pad see ew for $10, too? That's poultryist. :(

*Disclaimer: I am normally a medium spice type of person; if you love spicy, this should be perfecto for you.",Laura O.,"Manhattan, NY",3/15/2014,4.0
Fun place to get lunch.i loved the tomyum soup and the padthai with the poached egg.we also got the papaya salad as an appetizer. service was fast and attentive.i would like to come back to try other things from their menu.,Aditya K.,"Jersey City, NJ",7/15/2018,5.0
"So my family and I have been trying to get together a bit more frequently. These days I don't really hang out much socially, but we have committed to sharing more time together. It's important to make time for the ones who matter most.

I was trying to pick a place for my mom and sis, and after my failed suggestions of Japanese, and BBQ, my little sister suggested Thai food. I looked up a place that was easily accessible by train, and we chose this spot.

They were having a lunch special, so we picked a few appetizers from there, and some main dishes.

You'll see on the menu, that some of the items say, ""Michelin recommended,"" so I asked the server if they had a Michelin star, and she said yes. She looked very proud as she said so. Okay, cool beans. At that point, you are now being held to a higher standard. You know how that goes, right?

We were given some of those really awkwardly high seats. I asked if they had any others available, to which they replied that those were the seats they had. Later on, as I went to the men's room, I noticed that there was an entire back side to this place. The seats there were lower, and better for my older mom who has a hard time climbing into those higher seats. We had already started eating, so I let it go, but I thought it was worth noting this.

I don't know exactly , but the entire time I was there, I felt slightly uncomfortable. It was as if we weren't wanted there. Now, I recognize that this could be all in my head, but I simply wasn't getting nice vibes.

Another thing that strengthened that sentiment was at the end. Before I even finished eating, and before asking if we wanted anything else, or dessert, etc, she plopped the bill on our table. Nothing says ""Leave"" like a check being put on your table. Some places will say, ""No rush, but whenever you are ready, here's the bill.""

Anyway, I don't feel like wasting my time writing about the food, but that's why you guys are reading, so here goes.

Calamari: Probably one of the better items I had there. It was spicy, but good. My mom was also a fan of this. The breading came off easily, but I think that may have been part of the idea? I'm not sure, but the sauce and calamari was very good.

Spring Rolls: Nothing exceptional about this. Acceptable at best. It didn't taste good, and it didn't taste bad. Could I have gone without it? Sure, don't really care of it.

Ribs on cane skewer: this item is one of their Michelin recommended items. But neither my mom or sis were feeling it. I ate it, cause I'm the one buying. Hah, but I wasn't impressed with this item at all. Not sure what the michelin person was thinking here?

Cashew chicken: My main dish, this was also one of their better items. The chicken was nice and crispy. Peppers, cashews and onions accompanied this one, along with a side of rice. Pretty good dish. Quite filling.

Coconut juice: the juice was good. It had a nice couple of coconut chunks in it, and some good flavor.

Overall the food was okay. My sister seemed to like her shrimp dish, and my mom liked hers too, albeit while saying it was too spicy.

The final thing I'll say on this place is that considering that they have a Michelin star, one would expect that they'd be a bit more accommodating to older people, and go a bit further in making you feel welcome. I wasn't feeling it there, but hey, that's just me.",Angel R.,"Kew Gardens, NY",2/5/2017,3.0
"Food was okay, decent. Noodles were standard, slightly salty but good. Loses stars for bringing the check even before we asked or were finished eating. This was also during off peak hours. Extremely rude. Would not recommend or return for that reason.",Sunny C.,"Manhattan, NY",5/4/2017,2.0
They mixed up my meal and tried to make me have it. I insisted on the correct meal and my whole table was finished by the time the replacement arrived. They didn't offer anything to apologies and even included 18% gratuity!!!! I did not want to tip!  Very dishonest sharp tactics from the wait staff. Food was very good but staff are dishonest and service poor.. sad,Gary C.,"New York, NY",4/28/2018,1.0
"Underwhelmed by the service and the food both times I dined in in Obao. If it wasn't for the fact that my grandparents were visiting and the closest thing to Chinese was Thai on my block, I would had never returned.

The place was pretty empty on a Saturday night. Yet somehow we were forgotten for most of our meal. We had to repeatedly flag down our waitress just for water.

My grandma and fiancé each ordered a pho bo with beef balls while my grandpa and I shared the catfish in clay pot and Obao chicken. Our food came out relatively quick but were just lukewarm. Our Obao chicken was dry and tasteless. The coconut rice was stale. They claimed they only make 20 Obao chicken orders per day - perhaps mine was the last of the batch and had just been sitting. The catfish had a not just fresh aftertaste but the overpowering sweet sauce did mask it a bit. My fiancé commented that my grandma and his pho had a different cut of meat. Not quite sure why there was a lack of consistency.

Felt really bad that Obao was the place we took my grandparents to for our first reunion meal. Overpriced, inconsistent, low quality food and service. I'm not quite sure how Obao is expanding and opening new locations in the city.  Would not return.",Wing C.,"Pasadena, CA",4/13/2014,2.0
"This was a pretty poor Thai experience. The cocktails were poorly executed, the ribs on sugar cane were tasteless. The spicy crispy cashew chicken was actually pretty sweet. The basil fried rice was spicy and the shrimp in the dish were massive.... But they didn't put any salt or seasoning in to the entree.

Overall a huge disappointment. I NEVER leave a drink behind, but I had to here. Service was great though.",Biru S.,"Mamaroneck, NY",4/3/2016,2.0
Great Vietnamese and Thai place. The beef broth with the noodles and beef brisket was light and delicious.  It was not greasy at all. The service was quick and excellent.  On top of everything else the price was right since it only  $14. The restaurant was spacious and particularly crowded for a Sunday night. I will be back. This review was actually for the location on 9th Avenue.,Jay L.,"Kearny, NJ",4/22/2018,4.0
"I've only been to the obao on 9th avenue. That one lets you do reservations on OpenTable and this location does not allow that.

This is close to my new office and it is smaller inside. I had their lychee martini from happy hour and it was delicious with TWO lychees in the drink (most places are cheap and only give one) and this one was a good balance of lychee and alcohol.

For dinner, I ordered pad see mao and it was definitely filling. It was satisfying for our crave for Vietnamese and Thai food.",Jessalin L.,"New York, NY",2/2/2017,3.0
"Obao is a nice Vietnamese/Thai restaurant in midtown east with pretty cool decor. In the back, they have a garden/zen like seating area with a bar area and high tables up top.

I came dinner for one so I sat at the bar area and what bothered me a lot was right in front of me. I saw a bunch of flying bugs around the basil and drinks. I didn't say anything but super disappointing for a restaurant that I thought was clean.

Ended up ordering food anyways and got the pho bo which was Michelin recommended and it didn't dissapoint. Broth was super flavorful and could tell it was simmered for a few hours. Beef brisket was tender also which is impressive. For 11 dollars - you are getting bang for your buck.

Negative two stars for the bugs. It's middle of winter.",Kevin H.,"Washington, DC",1/27/2017,3.0
"Atmosphere is SO NICE! Very cute place with good decor, and I had very tasty bún (vernicelli noodles and chicken).",Hailey B.,"Boston, MA",6/14/2018,4.0
"I always go to OBAO in Hell's Kitchen, and the food there is amazing. However, the food in this OBAO is AWFUL! WORST THAI FOOD I HAD EVER TRY. Please take a look at the photo I upload before you say I am exaggerating. When I received my food - Pad see Eew. It smells like charcoal, and looks burnt. When I tried it, it was so bitter I couldn't take another bite. At first I thought there is something wrong with me because I always like the food in OBAO, so I asked my friend to try, too. She said it tastes like the burnt scrape from leftover with some soy sauce, fish sauce and Thai sour chili sauce. I never sent food back before because I think it is just rude, but I couldn't eat another bite of that. We asked the waitress when she walked by, is there anything wrong with the burnt pad see eew. And she said it is suppose to be like that. As a regular at OBAO in Hell's Kitchen, I know it is NOT suppose to be like that. I show her the burnt flat noodles, broccoli, egg and beef, she still insisted it is suppose to be like that. I had no choice but ask her if she could let the chef try and see if there is something wrong. 5 minutes later, the manager came back and told me the pad see eew is suppose to be over cooked and burnt like what it is in my plate. I was wordless and disappointed. He said he would ask the chef to make a new pad see eew for us. That's very nice of him. We sit patiently and wait for 15 minutes. A new pad see eew came to our table and it is MORE BURNT than the last one.  We really wanted to cry.  After a long week of work, we just want a regular pad see eew that is not BURNT on a Friday night. Is it that hard? Since we had already told them once, we didn't want to make a scene. The Pad see eew soy on the table when we were talking and drinking the Thai ice tea and finish other food. Thai ice tea, and pork belly were nice. Unfortunately, pad Thai is a little bit burnt, too. However, compared with the pad see eew, the burnt level is insignificant. The restaurant staff are very nice and accommodating, so we left a good tip. And we didn't feel good because we sent the food back. However, the chef and cook there need some BASIC SKILLS and TRAINING. OBAO is a chain restaurant. It is very important to provide high quality food and remain same standards along different chains. If they cannot do that, the brand image and reputation is not consistent. OBAO at this location eventually may go out of business.",Jessy Y.,"New York, NY",3/24/2018,1.0
"Food was pretty good. Ordered the pad Thai and fried banana dessert. I didn't care for the fried banana. The Pad Thai was good. 3 star rating because I ordered online and got there when my order was supposed to be ready except it wasn't ready for another 25 minutes. I just kept getting told that it wasn't ready when I would ask, instead of being told how much longer it would be or even offered an apology. Probably wouldn't eat here again.",Cassandra R.,"Houston, TX",1/29/2018,3.0
"Still my go to Asian place when visiting NYC! They have the best, and cheap pho available for $11 it come in a large warm bowl with beef and noodles and veggies on the side. Their drink specials are also great...got the blueberry mojito and it tasted so fresh and delicious with my meal. Seating in the front of the restaurant is the best, because in the back of the restaurant you can not always get a booth but instead you share a bench with others pretty close next to you.",Kent V.,"Huntington Beach, CA",3/4/2016,5.0
"Mediocre. My friend and I were told to try Obao as ""it's the best thai spot"" in the area.

Ehhh. It was fine but nothing to write home about. The pad thai was kind of lacking flavor and just didn't do it for me. Our waitress wasn't very knowledgeable and struggled to answer my GF friends questions about the menu.

Definitely decent, definitely not ""the best Thai spot in the area.",Jenna F.,"Manhattan, NY",12/7/2016,3.0
"Came here on a Tuesday evening for dinner and was seated immediately. Place is casual and small, not as nice as the Obao in Hell's Kitchen. They have a great happy hour special for drinks: 4PM-7PM daily with $3 Sapporo draft, $4 wine, and $8 cocktails.

We ordered the pork belly & broccoli, pad see ew, and pork chop fried rice. Overall, the entrees were made well and the food looked good but taste-wise, they did not impress. The quality of the ingredients were sub par (broccoli actually tastes bitter, the meats were dry and tasteless and drowning in sauce, and the toppings on the pad see ew had a weird aftertaste).  

Staff was friendly, but food is atrocious. One star.",Christine C.,"Manhattan, NY",5/11/2016,1.0
I love the Claypot fish and their cocktails are delicious. Lychee martini for the win! Take care of that Grade Pending & it'll be 5 stars!,Julia S.,"Boston, MA",10/14/2018,4.0
"Delicious food, prompt service, great prices. Chicken in the vermicelli was juicy and fell off of the bone. Crispy pork roll was perfectly cooked and not greasy. Atmosphere was relaxing yet energetic. I highly recommend this restaurant!",Jessica L.,"Chalmette, LA",1/12/2018,5.0
"The food arrived quickly and was very yummy (mine and my boyfriend's dishes) but I really miss the old decor. They were set up for Halloween which was cute, but me and my boyfriend were seated far away from that to enjoy it as much as we wanted to. Oh well, at least we were comfy where we were seated and our servers were friendly. Really great place to go to grab lunch",Stella G.,"Brooklyn, NY",10/31/2017,4.0
"I've come here a couple times for lunch.
Although the backyard patio is pretty in concept... It's very unhygienic. If you suffer from mild trypophobia don't do it. Just don't. Wait for a table inside. They have the roof windows open in the summer and pollen (and who knows what else) falls in. The tree has a million holes and ants all over the roots. Im starting to feel nauseous just thinking about it. BUT stick indoors and you'll be okay!

During lunch hours the service gets very slow. Slow as in it takes 10 minutes from when you give them your card to pay until it comes back. Btw - I think the credit card minimum is $15

I have to admit, the food is really good. Just get everything with the Michelin dude next to it. Not on a diet either? Get about 3 orders of the pork belly (DROOL).

Their happy hour is awesome. Cheap drinks and eats.

So three stars purely for the food.",Khanhu V.,"New York, NY",8/4/2015,3.0
"For the price of $13 the pho bo  had very little in it. The only saving grace was the broth which was rich. If you just wanna drink soup this is a great place, other than that not the best way to spend your money. They serve drinks here but I didn't order them so maybe come if drunk?",Eunice W.,"St. Albans, NY",5/1/2018,2.0
"I arrived here on a Friday night with a friend around 8:30 pm. We were seated immediately, though the restaurant was pretty full. We ordered calamari and dumplings as appetizers, and both ordered the Pad Kee Mao for dinner. The apps were good, but the entrees were great! The portion size looked pretty normal, but I almost always finish my entire meal when I'm out and couldn't make it through this entire dish! Might have been that I filled up on apps though. The noodle, chicken, and vegetable dish was the perfect level of spiciness.

The biggest thing this restaurant has going for it is that it's very reasonably priced. Most apps are $6-10 and rice/noodle dishes and entrees were all around $12-17.",Kirsten H.,"Denver, CO",1/9/2016,4.0
"Ordered green curry.  I love very spicy food.  Have had the same dish at many different Thai restaurants and it's usually a pretty mild dish by my standards.  

This was ridiculously, you should get paid to eat this, there's been a mistake level spice.   I tried to call the restaurant about it but no answer.   A few of my coworkers got other dishes and they we're all fine.  Low rating is partly for the fact that I couldn't contact them.   I finished my food on principal and now I feel I'll.  Will not be back.",William S.,"Manhattan, NY",4/27/2018,2.0
"Came here for dinner with a friend on a Wednesday evening - no reservation but we were seated right away.

The menu is quite large (as with most Asian restaurants) and thus tough for someone like me who has trouble making decisions. Finally opted for two appetizers as I was really craving some tum yum goong - got that as well as the chicken and shrimp dumplings. I enjoyed the seafood tum yum - it didn't feel too oily, but would have been even better if it was spicier. The dumplings were not my favourite - flavourful but way too salty.

My friend eats halal - there was a decent selection of seafood dishes, and thus worked for her. She had the basil fried rice (with shrimp) and thought it was good, but nothing note-worthy.

Overall - our food came quite fast, and the service was good. Prices were also reasonable for NYC. I would come here for a quick dinner if I'm craving Thai/Vietnamese food and in the area.",Margie L.,"New York, NY",10/9/2015,3.0
There's something about this obao's pho that's much better than their other locations.  Maybe it's just better managed & the cooks care about their dishes a bit more.  The pho here is very good & is my go-to spot on the east side.  I found it better than even some of the more popular spots in Chinatown.  It may lack some meat tho so add ask for more for $2 and you'll have quite the satisfying bowl for those cold nights.,Louis T.,"New York, NY",3/3/2017,4.0
"This was my long-time lunch spot.  Love the vermicelli pork and shrimp.  Pho meat is just ok (wouldn't mind a little more tender with more variety of cuts) but great tasting soup base, more natural and less msg laden than most other pho places.

None of which matters now that I will never go back.  Had not one but TWO SHINY COCKROACHES crawling on our table mid-meal :(

FYI we sat in the front area at the tall tables along the right side of the walkway when you first come in, where there's fake grass on the wall.",Sallie D.,"Manhattan, NY",6/14/2013,1.0
"Bao!

I often get lunch here and I almost always get the Pho. This place is awesome, whether I dine in or takeout its all good.

The Pho is very good. The broth is great and comparable to more popular places in China Town. This is a great midtown gem. They also have alot of drink specials throughout the day.

The price is good and they have a lot of good deals. I will continue to eat here for sure!",Sean A.,"Yonkers, NY",5/28/2015,5.0
"Can't believe how downhill this place has gone. I have always been a fan of the food here and have been a regular for lunch for a long time. I went back today and noticed not only have they increased the cost of the ""lunch special"" significantly, but now instead of the delicious edamame it comes with, there is now a ""house salad"" which is the biggest joke I have ever seen. It is maybe 3 pieces of lettuce with mayonnaise on top of it. Just this salad shows the lack of effort or care for what they are producing as long as they can jack up the entree prices to feed their pockets. With a plethora of Thai options for half the price in the area i would and will skip this one.",Adam C.,"West Hollywood, CA",9/28/2015,2.0
Tried out Obao for the first time and odered the Shrimp Pad Thai and the Pork Belly with Chinese Broccoli through Yelp (for takeout). Both dishes were super flavorful - definitely worth the price. Portions were also great also. Definitely check it out if you're in the area.,Vivian C.,"New York, NY",1/13/2017,4.0
"i've had the pad thai with poached egg here, and while the pic looked sooooo good, i was surprised that i didn't care for it much when i finally had it for takeout.. so i haven't really been back since. but then yesterday i was craving some thai food, and the Obao chicken with coconut rice caught my eye, so i decided to try it, bc who doesn't love chicken over rice? and WOW it was soooooo good... the free soup it came with was too salty so i didn't even drink it, but the chicken was amazing... the rice was so good... and i paired it with a side of chinese broccoli, which was sooo garlicky, and sooo delicious. i think this will be my go-to dinner for the next few days. it's amazing..

what you should skip out on here:
- pho (so salty, doesn't taste flavorful)
- pad thai (not much taste IMHO even tho it looks sooo good in pics)

what you should ALWAYS order here:
- Obao chicken with coconut rice
- chinese broccoli with garlic",Cheryl L.,"Los Angeles, CA",3/26/2015,5.0
"Had dinner with with a group of ten. I made a reservation a couple days prior and was accommodated easily. We ran about half an hour late, too, but they were still very gracious about it.

We arrived and were seated immediately. They gave us the long table in the middle of the room (this east side branch was a bit small; I'm assuming their west branch is bigger.)

I got a Sweet Guy cocktail to start. It was pretty strong. I had to let my other friend finish. They got draft beers and $3 sake shots, which I think they enjoyed.

I personally got the pork chop fried rice as my entree. It was really, really good. My friends got the phō bo and they loved that. For dessert we were all super pleased to find out that their desserts are catered by Spot Dessert Bar (best dessert joint in St. Marks). I got the chocolate forest. It was great.

Only one gripe, though: I wish the lighting was a bit better. It was pretty dark and I would've had an easier time reading the menus if they added more lanterns or candle tables.",Dana R.,"New York, NY",1/17/2016,5.0
"Never tried pho until I entered this restaurant, I loved it.  Very attentive staff.  Is very crowded around lunchtime, so seating is limited.  I will be back.",Rob W.,"Seaford, DE",4/2/2018,4.0
"Absolutely love their chicken pad thai. I was never a pad thai person until I came here.
For in-house dining, they also serve a salad and will bring the pad thai in a skillet. However, when you get it delivered, you only get the pad thai.  
Beware that the egg is served sunny side up so when it's delivered, I usually ask for it fully cooked and scrambled.  
Took off a star because I've gotten delivery a few times and they've forgotten a few side items I've requested so when ordering, make sure you articulate those items.",Catherine C.,"San Francisco, CA",10/24/2016,4.0
"This is a review of my meal during lunch. My friend and I started off with some drinks-they were tasty and reasonably priced for the lunch happy hour.  
We stuck with the lunch special that came with a dumpling each and the entree. I ordered Pad khee mao and my friend ordered the pad see ew. The pad khee mao was very good (and spicy) but a tad too salty. And I LOVE salt. The pad see ew is not really for my taste because it tends to be on the sweeter side but it was good and my friend loved it. We also opted for a desert (pumpkin cake with condensed milk ice cream). It was served warm and was pretty tasty but this place loses a star for the service.
Our waitress was pretty rude overall but when we asked if we could charge our phones she said ""we are not responsible for personal property"" but said it in a rude way. Also, if was my friend's birthday and I mentioned that to her in person as well as ok the reservation and when desert came out, no candle no nothing. I was more disappointed because I had mentioned it twice. But other than that, I would definitely try this place again. Maybe their other locations and maybe during dinner.",Christine P.,"Huntington, NY",1/10/2017,4.0
"Possibly the worst thai food I have ever had in NYC and I LOVE thai food and have tried it many places. I got takeout last night. The green curry chicken consisted of three pieces of chicken with three pieces of eggplant that you had to recut they were so huge and then a bunch of broth where did the meal go? Mediocre taste.
My bf had the pork fried rice which was also unsatisfactory as well as the steamed dumplings that more so tasted like a ball of meat nothing special I would avoid this place like the plague NEVER again.",Cherie C.,"ASTORIA, NY",4/5/2017,1.0
"I love the food here, but the service has not been fantastic the last few times I've been. If you go during lunch hours, expect a bit of a wait. When you sit down, oftentimes the waiter will not bring you a menu or water until you explicitly stop them to ask for one. This type of service (or lack thereof) makes it difficult to have lunch here with colleagues from work, as things can get awkward pretty quickly.

However, if you're casually by yourself or with a few friends, this is a great place to dine. It's difficult to find a fusion restaurant that makes fantastic thai food as well as vietnamese food. The Pho Bo here is top-notch compared to other restaurants in New York City, and I spent 14 years in the Bay Area, California, so this girl knows her pho!

The thai food is equally as delicious. I would highly recommend the drunken noodles, basil tofu, and pad thai, all extra spicy!",Ha L.,"Manhattan, NY",2/17/2015,3.0
"Best Pad Thai I've ever had. Good service, good atmosphere, short wait time. Highly recommend. I'm referring to the midtown east location specifically.",Matthew J.,"Massapequa, NY",10/7/2018,5.0
The service is un friendly! The feeling i got is they tried to give you a minimum of service while demanding a big tips! They removed your dishes while you still eating without even asked! Rude attitude! Not one but all are with an attitude!!never again!!,Diana S.,"Manhattan, NY",10/5/2018,1.0
"This was my first time ordering from them online. At first I was impressed because my meal arrived earlier than expected. But when I opened it, it was not what I ordered nor what I expected. The description said it includes peanut and I requested Peanut Sauce in the special instructions. It comes with a clam sauce, which I wouldn't eat as a Vegan. When I called to notify them of this, I was told that the meal I ordered does not come with peanut sauce. I think that's something they should have notified me of before delivering. They also made no apologies for the missing peanuts that the menu description does say is included. I asked them to make me the correct meal, and the manager scoffed at me ""because of some missing peanuts?"" And he refused to replace my meal. I'm dissatisfied and a bit hangry.",Marie E.,"Manhattan, New York, NY",10/1/2018,1.0
"Ok.. So... Service was polite.

Food was good. Got spicy eggplant tofu. They steamed tofu for me. Not as spicy as I expected, but still had a good taste.

I really wanted ovaltine ice cream, but decided to be a bit more adventurous and got durian shake instead. Poor decision. It was sooo bad. It a large portion too. I have about 9/10s of it left in my fridge, that I have no idea what to do with it.

Besides the shake (which maybe someone else loves it), everything was good.",Megan S.,"San Jose, CA",4/4/2015,4.0
Best spot for quick lunch! They got a good price for lunch special and service was prompt. Food was very tasty and fresh. Definitely going back again.,Tinapat K.,"ASTORIA, NY",8/12/2018,5.0
"Very solid south east Asian food.  We got the green curry (perfect), cashew chili chicken (deliciously crispy), and the veggie dumplings (perfectly dumpling seasoned).

We got take out that was ready very quickly.  Definitely one of my go to places.",Sam A.,"Manhattan, New York, NY",3/2/2018,4.0
"I have been craving pad thai for a few days now and this place wasn't my original plan but im glad the other place was packed. The shrimp pad thai was so delicious! So flavorful and just the right amount of shrimp. And I love shrimp so I was glad to see more than 5 in the pot. Lol

I usually have to add soy sauce to my pad thai in different places where I've gone, but I didn't have too this time.! Just a little sriracha because I like spicey :) I had that with a glass of Red wine and
at the end; over all, I left truly satisfied and full! Will be coming back and bringing friends with me next time.",Tivisay S.,"Woodside, NY",1/8/2016,5.0
I really liked this place I suggest getting an appetizer with one of the lunch specials. I had the shrimp with basil lunch special and the spring rolls appetizer. The food was delicious. I took away a star because we did feel a little rushed; I understand it was lunchtime but we ordered enough food we needed time to eat it.,Brooklynbaby R.,"Manhattan, NY",7/8/2017,4.0
"great food, good prices.  

i've ordered here many times and everything i've had was good.  Obao chicken, lemongrass kalbi, bo luc lac, steamed dumplings, sugar cane ribs, wings, pho, basically everything.  Try it all.  you won't go wrong.",Russ L.,"New York, NY",8/16/2017,5.0
"Everything was excellent! Same for dinner. Loved the  Pho! Great service, great food. We will be back!",Robyne M.,"Las Vegas, NV",8/21/2018,5.0
"Love this neighborhood Thai joint! I come here so often I'm slowly making my way through the menu. Knocking off a star for the rude staff. They like to rush you even when the restaurant is empty.

Hits
+ Spicy Lemongrass Kalbi Short Rib: Fresh Chili, Sweet Onions, Sesame Soy Sauce Marinade. So good!! Comes out in a sizzling plate.
+ Pho bo: Thin Sliced Rare Beef, Braised Brisket, Rice Noodles, clean tasting Beef Broth
+ Singapore Laksa noodle soup: Shrimp, Pork Belly, Buck Wheat Noodles, Spicy Coconut Curry Soup, Red onions, Scallions, Cilantro
+ Chiang Mai noodle soup: Rice Noodles & Crispy Egg Noodles, Red Curry Chicken Ragu, Pickled Mustard Green, Papaya Chunk, Carrot, Scallions, Cilantro
+ Pad See Iew: Beef, Fresh Rice Noodles, Egg, Chinese Broccoli, Mango Kimchi
+ Shrimp Prik King: Comes with plenty of shrimp, string beans, bell peppers and curry past
+ Clay Pot Catfish: The fish was so tender and flavorful. Caramel Sauce, Steamed Bok Choy, Bell Peppers, Onions
+ Pork Belly with Chinese Broccoli: Hard to mess up pork belly. Solid dish

Misses
- Beef Panang: The beef was so tough and barely edible
- Obao Chicken with Coconut Rice: The chicken was a little dry and the entire dish lacked flavor, I had to drench it with sriracha
- Laos Beef Salad: Portion is tiny, not that memorable.",Julia Z.,"New York, NY",1/12/2015,4.0
"This place offered lukewarm, overpriced pho (Vietnamese noodle soup) and laksa. The flavours were not legitimate and the worst part - I got food poisoning from the laksa and threw up. My 4 other friends' stomachs also felt off the rest of the evening. Do not recommend.",Lou W.,"Toronto, Canada",9/8/2018,1.0
"This place is kind of hidden in 53rd street but it's great for happy hour deals and lunch. The pad Thai was great, along with the spring rolls. I recommend going during happy hour for the deals and lunch specials.",Halie E.,"Manhattan, NY",3/8/2018,4.0
"Worst Cashew Chicken you can ever eat.. Ordered Cashew chicken, while eating came to know 90% of it was Chicken skin deep fried and made crispy enuf to make it taste like charcoal. Near non-existing white meat in it. Only good thing about was cashews in it. Can't comment on other Entrees but stay away from Cashew chicken unless you want to know how Charcoal tastes.
Oh and on asking staff if they have combo, mix two entrees option, you might trigger sarcastic giggling and laughing amounst staff (one girl at the counter and other manager), so better don't inquire about the menu items, just blindly order.  Thanks",Vikas V.,"Jersey City, NJ",3/6/2018,1.0
Probably the worst green curry I've had. Please remove this from your menu or make it better. Wish Yelp had a feature where I can block restaurants from my search result list.,Michael K.,"New York, NY",8/29/2017,1.0
"Great-tasting food! More like 4.5 stars but service could be better - for example, our appetizer came but then we had to flag down someone else for utensils & plates...

We started with the Crispy Vietnamese spring rolls - hot, very crispy, and chock-full of meat. Delicious, but a bit too meaty for my taste. The Thai iced tea was AMAZING!! Not that sweet, with a perfect proportion of cream/milk to tea.

For my entree, I got the Grilled Pork and Shrimp vermicelli noodles - SOOO GOOD, especially with the sweet, tangy sauce that it comes with. Tastiest Vietnamese dish I've ever had - can't go wrong with it.

My friend got the Thin cut Vietnamese pork chop, which was actually just 8 huge, not-so-thin pieces of meat and a bowl of rice - no veggies or anything else. I liked the pork in my dish more, since it was sweeter - this one had a smokier flavor. Still good though, just too much meat and not much else.",Andrea L.,"Cambridge, MA",5/25/2015,4.0
"Unbelievably good tasting food, extremely fast and pleasant service, interesting dining room with a nice view, there is so much to love about this place. I will be returning.",John D.,"Coram, NY",9/1/2018,5.0
